Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Cereals,Wheat,Cultural Practices,Farmer needs information regarding control of rodents attack in wheat crop?,Recommended for to control of rodents attack in wheat crop apply zinc phosphide in field.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,14:13.4
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer needs information regarding how to control sucking pest in GARLIC crop?,"Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,14:53.3
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to knows information about weather forecasting,no chance of rainfall next five days in your district,MADHYA PRADESH,RAJGARH,BIAORA                                            ,25:41.4
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer need information regarding control measures of fungal attack in crop?,recommended for to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,MADHYA PRADESH,RAJGARH,BIAORA                                            ,27:45.5
RABI,HORTICULTURE,Vegetables,Onion,Field Preparation,farmer want to know information about How to control of weed attack in onion  crop?,recommended for to control of weed attack in onion  crop oxyflorfen @80ml/acer.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,56:34.3
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",farmer want to know about forecasting for district of Madhya Pradesh?,No rainfall within 05 days in your district.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,56:42.1
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,23:11.2
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer need information regarding control sucking pest in garlic crop?,Recommended for spray of imidaclorprid 17.8% SL 5 to 6 ml at 15 liter of water control of suking pest in garlic crop.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,36:43.2
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmers want to know about the Bhanvant Yojna.,"For more information about Bhanvant Yojna, please contact your bank or contact at these numbers. (Toll Free) 18002332501",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,39:16.6
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer want to know information about weather of your district?,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,43:15.9
RABI,AGRICULTURE,Others,Others,Market Information,Farmer want to know information about  number resister at kisan call center ?,your number has been  registered of kisan call center,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,02:14.3
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",How to control of fungal attack in garlic crop?,Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,13:21.0
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",Farmer needs information regarding how to increase growth of wheat?,Recommended for N: P: K 0:52:34 momo potassium phosphate (Potassium Dihydrogen Phosphate) 1 kg at per Acer or 100 gram per pump,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,43:11.3
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for BLOCK of state madhya pradesh?,No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,49:33.9
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",farmer want to know information about how to control sucking pest in garlic crop?,imedachlorprid 5-7 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,01:23.1
RABI,AGRICULTURE,Others,Others,Market Information,How to reduce effect of herbicide in soyabean crop?,Recommended for Spray glucose 100 to 150 gram per pump.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,19:15.3
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control caterpillars in gram crop?,"Spray emamectin benjoate  8- 10 gram or corajan, fem 4-5 ml at 15 liter of water or indoxa carb 12-15 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,10:43.1
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to knows information about weather forecasting,no chance of rainfall next five days in your district,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,59:34.0
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmers want to know about the Bhanvant Yojna.,"For more information about Bhanvant Yojna, please contact your bank or contact at these numbers. (Toll Free) 18002332501",MADHYA PRADESH,RAJGARH,BIAORA                                            ,30:08.4
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",farmer want to know information about How to control of fungal attack in lentil crop ?,thiophanate methyl 70 % wp 25 gram and steptrocyclin 2 gram  / 16 litre of water spray,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,11:26.1
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about in weather?,"Rajgarh (State of Rajasthan) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 25°C on Mon afternoon, min 13°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,28:03.9
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about in weather?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,48:44.3
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to weather information of  district ?,no chance of  rainfall   for next 10 days in your district.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,50:27.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for zirapur of  rajgarh district ?,No chance for rainfall in next 7 days in zirapur of rajgarh district but weather will be cloudy.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,55:22.1
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for Biaora subdist.?,"Biaora 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.Biaora 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,04:50.0
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer need information regarding control measures of fungal attack in masur crop?,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,06:50.2
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about in weather?,"Rajgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 29°C on Sun afternoon, min 17°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,09:21.5
KHARIF,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for narsinghgarh  of  rajgarh district ?,No chance for rainfall in next 7 days in narsinghgarh  of rajgarh district but weather will be cloudy.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,09:37.0
RABI,HORTICULTURE,Condiments and Spices,Coriander,"	Plant Protection	",farmer want to know information about How to control thrip in coriander  crop ?,control  of sucking pest attack in  Spray of fipronil 5 % sc 250ml. per acre,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,11:16.7
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to know information about weather for his rajgarh district?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,45:26.5
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,BIAORA                                            ,58:37.7
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about how to control white fly in gram ?,recommended for to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,00:55.6
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",farmer want to know about weather of rajgarh district?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,02:25.0
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer needs information regarding How to control of fungal attack in Bengal gram crop?,Recommended for to control of fungal attack in Bengal gram crop use thiophinate mithyl 70 wp 25-30 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,16:04.6
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to know information about weather for his rajgarh district?,no chance of rainfall in your area for 05 days and weather will be cloudy,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,24:04.4
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know about weather of rajgarh district?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,25:21.7
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for KHILCHIPUR OF   RAJGARH district ?,No chance for rainfall in next 7 days in your  KHILCHIPUR OF   RAJGARH district but weather will be cloudy.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,39:37.8
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about in weather?,"Rajgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 29°C on Sun afternoon, min 17°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,47:30.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather information for Rajgarh district Madhya pradesh state?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light. Rajgarh (Madhya Pradesh) 7 – 10 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Mon afternoon, min 14°C on Sat night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,12:30.9
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about in weather?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,18:00.8
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for Zirapur subdist.?,"Zirapur 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27.4°C on Sat afternoon, min 14.4°C on Mon night). Wind will be generally light.Zirapur 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28.4°C on Wed afternoon, min 15.1°C on Thu night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,23:40.0
KHARIF,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather information for Rajgarh district Madhya pradesh state?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light. Rajgarh (Madhya Pradesh) 7 – 10 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Mon afternoon, min 14°C on Sat night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,46:21.0
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about  weather of your rajgarh district ?,"Biaora 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,48:23.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather information for Rajgarh district Madhya pradesh state?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Sat afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light. Rajgarh (Madhya Pradesh) 7 – 10 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Mon afternoon, min 14°C on Sat night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,08:11.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for BIAORA OF  RAJGARH district ?,No chance for rainfall in next 7 days in your BIAORA OF  RAJGARH district but weather will be cloudy.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,16:06.7
RABI,HORTICULTURE,Fruits,Orange,"	Plant Protection	",Farmer need information regarding control measures of caterpillars attack in orange crop.,Recommended for Spray of Novaluron 10 % EC 10  ml /pump,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,25:37.0
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about  weather of your rajgarh district ?,No chance of rainfall for next week for your district.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,18:44.2
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to know information about weather for his rajgarh district?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light. Rajgarh (Madhya Pradesh) 7 – 10 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Mon afternoon, min 15°C on Fri night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,34:07.6
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes of animal farming ?,recommended for to know information about govt. schemes please contact to your animal hospital/veterinary doctor or contact 18001801199,MADHYA PRADESH,RAJGARH,BIAORA                                            ,38:38.0
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",farmer want to know information about How to control white fly attack in garlic crop?,control  of white fly attack in  Spray of imidaclorprid 17.8%SL 5 to 6 ml per 16 littre of water,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,48:49.6
RABI,AGRICULTURE,Others,Others,"	Plant Protection	",farmer want to know information about how to control sucking pest in lentil crop?,dear farmer recommended for to control sucking pest  Spray imedachlorprid 5-7 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,56:31.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for BIAORA OF  RAJGARH  district ?,No chance for rainfall in next 7 days in your BIAORA OF RAJGARH                                                  but weather will be cloudy.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,40:15.3
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather BIAORA OF RAJGARH  district ?,No chance for rainfall in next 7 days in your area.                                                  No chance for rainfall in next 7 days in your BIAORA OF RAJGARH but weather will be cloudy.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,43:22.7
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of RAJGARH  district of madhya pradesh.?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,52:33.7
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about weather?,no chance of rainfall for next week for shivpuri  dist,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,12:15.5
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,15:31.4
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer needs information regarding how to control sucking pest in      garlic crop?,Spray fipronil 5 % (Regent)@ 25 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,20:44.5
RABI,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Farmer want to know information about  How to control of fungal attack OF banana crop?,Recommended for Spray Use Thiophanate methyl 70 % WP @ 20 GRAM PER PUMP SPRAY,MADHYA PRADESH,RAJGARH,BIAORA                                            ,23:48.1
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,Farmer want to know information about  How to control increase flower drop  in gram crop ?,Recommended for Spray Use Plano fix @4 to 5 Ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,50:03.5
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,Farmer want to know information about increase flower in gram crop ?,Recommended for Spray Use Plano fix @4 to 5 Ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,53:17.5
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to knows information about weather forecasting,no chance of rainfall next five days in your district,MADHYA PRADESH,RAJGARH,BIAORA                                            ,13:40.9
RABI,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,Farmer wants to know information about how to increase growth of onion crop?,foliar application of NPK 19:19:19 water soluble fertilizer @ 100 gm/pump.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,17:30.6
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to knows information about weather in rajgarh district ?,There is no possibility of rainfall in your district in the next 7 days,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,17:24.8
RABI,AGRICULTURE,Fodder Crops,Barseem,"	Plant Protection	",Farmer want to know information about  How to control of ROOT ROT OF BARSEEM crop ?,Recommended for Spray Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water. |,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,29:47.7
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for DABRA BLOCK of state madhya pradesh?,According to meteorology department of India there is no chance of rainfall  for next 7 days for your DABRA BLOCK and weather will be cloudy,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,50:02.9
RABI,AGRICULTURE,Others,Others,Market Information,farmer want to know information about Indian Agricultural Research Institute .,"recommended for to know information about 1800 22 33 44, 1800 102 44 55,",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,59:10.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of Your district?,no chance for rain for the next  five days.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,07:52.9
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information  about weather information at zirapur sub district in mp,"According to meterological department The next five days of weather information: - In your zirapur district the next five days no rainfall from date-, 13/1/18-0 to , 19/1/18 but cloudy weather date -13/1/18,maximum temperature of 21-21° C and a minimum temperature of about 5-6°C will cloudy the sky with 50-61 % of relative humidity and the speed of the wind will be between 15-13Kmph.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,29:03.8
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of your  district?,no Chance of  rainfall next five days   for your district .,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,30:02.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather forecast in your district?,Chance of No rainfall from today to next five days & also cloudy weather.Temperature lies Between 20-21 Centigrade/Degree Celsius.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,45:00.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of Your district?,no chance for rain for the next  five days.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,58:30.3
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,08:06.3
RABI,AGRICULTURE,Others,Others,Market Information,farmer want to know information about Indian Agricultural Research Institute .,"recommended for to know information about 1800 22 33 44, 1800 102 44 55,",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,45:20.6
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer want to know information about weather of your district?,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,45:55.6
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of Rajgarh district of madhya pradesh.?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 14°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Wed afternoon, min 15°C on Thu night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,48:18.6
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer want to know information about weather of your district?,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,29:25.0
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to knows information about weather forecasting,no chance of rainfall next five days in your district,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,29:56.7
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer needs information regarding how to control sucking pest in garlic crop?,Spray fipronil 5 % (Regent)@ 25 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,38:44.2
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer needs information regarding How to control of fungal attack in garlic   crop?,Recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,49:18.5
RABI,AGRICULTURE,Cereals,Wheat,Cultural Practices,Farmer want to know information about  how to increase growth of  wheat crop ?,"Dear farmer for the good increasing growth of the crops, before arrival of flowers, foliar spray of soluble compost IFFCO N. P. K. 19:19:19 @ 100 grams per pump 
????? ????? ??? ?????  ?? ????? ????? ?? ??? ????? ??? ????? ?? ??? ?? ????",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,09:40.8
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,26:58.4
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",farmer want to know information about weather forecast?,According to meterological department NO  chance of medium  and weather will be cloudy for next 5 days in distt.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,34:59.6
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",farmer want to know information about weather forecast?,According to meterological department NO  chance of medium  and weather will be cloudy for next 5 days in distt.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,54:52.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of rajgarh district of madhya pradesh.?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR  rajgarh DIST,MADHYA PRADESH,RAJGARH,BIAORA                                            ,03:55.1
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control of fungal attack in gram crop?,recommended for to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,12:33.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for zirapur of  rajgarh district ?,No chance for rainfall in next 7 days in your zirapur of  rajgarh district                                                  but weather will be cloudy.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,26:56.4
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control of fungal attack in gram crop?,recommended for to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,30:32.8
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather  for  Rajgarh  district of madhyapradesh state?,No chance for rainfall in next 8 days for your district and today temperature is 12- 25 degree centigfrate and the speed of the wind will be between 15-20 Kmph.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,37:49.8
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",how to control SUCKING IN  garlic crop ?,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,53:38.9
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to weather information of your  district?,No chance of  rainfall for next 10 days in your district,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,14:49.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of Rajgarh district of madhya pradesh.?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sun afternoon, min 16°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Thu afternoon, min 16°C on Fri night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,20:16.1
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to weather information of your  district?,No chance of  rainfall for next 10 days in your district,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,21:03.0
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer wants to know information about govt. schemes?,Recommended  for to know about govt. schemes of horticulture  please contact rural AGRICULTURE EXTENION OFFICER,MADHYA PRADESH,RAJGARH,BIAORA                                            ,23:11.5
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of rajgarh district of madhya pradesh.?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR  rajgarh DIST,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,24:07.1
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control of fungal attack in gram   crop  ?.....,recommended for to control of fungal attack in gram crop use b40gm.and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,24:56.5
